ID	001_VA	004_RF	011_MA	015_MA	019_LG	020_KN	021_JC	022_SM	024_JM	029_UW	037_ST	040_KB	041_MNL	042_SPA	045_NM	046_RM	052_WC	053_MA	060_DW	061_NA	064_WAW	065_MWA	067_RM	069_EJK	071_KC	074_DC	075_SM	078_AT	079_MC	082_SW	083_AP	084_JP	088_PB	089_AA	091_FC	092_TP	093_SD	094_MG	095_SB	098_LD	100_BC	101_MB	103_ML	104_GL	106_FC	107_ZC	111_AG	113_KD	115_FR	122_KM	302_TK	303_EG	304_RK	305_FK	306_RS	307_GK	308_VM	309_PK	310_GM	311_MK	312_KN	313_VM	314_SP	315_SK	317_TG	319_DM	320_ST	321_RM	322_LT	324_AT	329_NW	332_MW	333_MW	334_BT	335_LK	336_PT	337_TP	338_EC	339_GK	340_CM	341_ST	343_VB	344_SB	345_MK	346_JS	347_RT	348_DO	349_GS	352_AB	354_AK	357_WT	359_AB	360_JG	364_JZ	367_RL	370_WH	371_SK	379_JP	382_JK	385_CP
Collinsella_intestinalis	0.0	29098	0.0	0.0	0.0	0.0	1413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2395	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	940	6837	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	644	0.0	0.0	0.0	0.0	0.0	0.0	42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	570	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	82	0.0	0.0	0.0	0.0
Collinsella_tanakaei	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	775	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Collinsella_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	281	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Eggerthella_lenta	0.0	0.0	0.0	0.0	0.0	283	0.0	0.0	746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	369	0.0	0.0	0.0	0.0	0.0	0.0	346	0.0	0.0	0.0	1314	0.0	0.0	0.0	0.0	105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	815	102	76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Eggerthella_unclassified	0.0	0.0	0.0	0.0	0.0	3655	907	0.0	667	0.0	0.0	2841	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	606	0.0	0.0	0.0	0.0	0.0	351	230	0.0	0.0	1119	0.0	0.0	7626	0.0	0.0	0.0	2314	0.0	0.0	0.0	0.0	487	0.0	453	0.0	0.0	480	0.0	0.0	0.0	104	0.0	14175	0.0	0.0	0.0	0.0	617	0.0	0.0	1185	1425	0.0	0.0	207	0.0	2157	0.0	0.0	0.0	1575	0.0	0.0	0.0	0.0	0.0	1618	0.0	810	0.0	0.0	0.0	0.0	0.0	0.0
Gordonibacter_pamelaeae	500	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	637	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1209	0.0	0.0	0.0	0.0	0.0	3814	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	412
Olsenella_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	182	0.0	327	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5594	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slackia_piriformis	0.0	1963	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	290	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	559	0.0	0.0	0.0	0.0	400	0.0	350	0.0	153	0.0	0.0	0.0	0.0	0.0	20668	0.0	0.0	0.0	0.0	534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1077	0.0	0.0	0.0	0.0	0.0	0.0	789	0.0	3744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53	0.0	0.0	0.0	0.0	0.0	0.0	235	0.0	0.0	0.0	0.0
Bacteroidetes_bacterium_oral_taxon_272	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteroides_caccae	18049	10891	93185	62421	55996	0.0	172154	200847	0.0	1868	0.0	143224	8377	54068	5846	5508	16451	63771	17053	12481	154	58089	10364	0.0	28310	9707	5541	55602	73316	42949	27087	27147	51659	2723	0.0	0.0	51558	478	0.0	64501	1763	206703	104227	0.0	0.0	0.0	0.0	49814	123340	7542	40817	0.0	45432	2889	3262	58127	38465	19156	237762	37167	24830	179392	1333	25774	64596	265919	22532	0.0	26202	38388	0.0	108601	498957	0.0	14567	0.0	0.0	808	0.0	0.0	24898	0.0	0.0	73521	0.0	0.0	93399	738	16563	7877	34231	64907	7419	0.0	48487	36053	478	91964	21008	42701
Bacteroides_cellulosilyticus	10302	2790	0.0	0.0	0.0	0.0	0.0	30940	14301	0.0	0.0	2471	2443	0.0	0.0	2228	0.0	0.0	2112	0.0	0.0	4122	0.0	0.0	0.0	1212	2214	16651	0.0	31601	2778	599	0.0	1575	73218	0.0	0.0	0.0	5382	15269	0.0	0.0	0.0	69943	0.0	0.0	0.0	341	0.0	0.0	38713	0.0	99142	0.0	0.0	52335	11403	28620	28719	0.0	2636	19911	17407	0.0	0.0	688	2083	36259	15354	21118	0.0	0.0	3178051	2861	19302	0.0	72970	204775	42034	34540	0.0	0.0	62672	82188	292	18684	1748	0.0	103	2702	0.0	25064	3647	286888	1029	0.0	0.0	154034	972	10090
Bacteroides_clarus	0.0	688	0.0	0.0	100	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6701	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2733	0.0	0.0	0.0	0.0	0.0	0.0	99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	199	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3178	0.0	0.0	0.0	0.0	65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13011
Bacteroides_coprocola	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21879	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	103038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteroides_coprophilus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47668	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteroides_dorei	311827	13416	7633	0.0	27986	0.0	11717	624776	0.0	0.0	0.0	361	14892	0.0	0.0	5293	5864	0.0	47846	1585	1214	0.0	0.0	0.0	0.0	93	34364	34514	0.0	0.0	0.0	0.0	509314	78849	121929	38150	108425	327	6524	20585	563829	0.0	0.0	3168	0.0	0.0	0.0	18176	0.0	12322	10046	0.0	68090	0.0	12975	0.0	59314	0.0	0.0	1449	16577	0.0	3157	48782	2070	0.0	0.0	0.0	27249	13211	0.0	0.0	1457471	563	13481	0.0	565618	0.0	50448	6822	4617	0.0	8898	4518	0.0	0.0	0.0	6248	0.0	0.0	0.0	0.0	2141	0.0	67775	0.0	4102	569	52457	4589
Bacteroides_eggerthii	14542	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2001	0.0	0.0	0.0	0.0	4389	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1823	0.0	0.0	0.0	0.0	186173	0.0	0.0	1932	0.0	8627	0.0	0.0	44401	210368	3399	0.0	4248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	336055	178760	0.0	3999	10885	60473	0.0	45520	0.0	0.0	0.0	0.0	2755	0.0	851	0.0	0.0	0.0	4653	2415	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	894152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62676	0.0	0.0	60	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteroides_faecis	0.0	392	148	3524	13045	0.0	1251	0.0	454	5564	0.0	31106	3181	43085	0.0	286	0.0	0.0	0.0	50	0.0	1046	0.0	320239	0.0	1038	0.0	0.0	0.0	0.0	149	0.0	1470	5510	0.0	0.0	0.0	476	48	49	142	0.0	254	0.0	0.0	632	0.0	3120	0.0	0.0	0.0	0.0	51	0.0	1203	3075	0.0	99	0.0	0.0	17777	0.0	1389	0.0	5641	0.0	149	7192	1141	1343	0.0	0.0	0.0	330	14846	0.0	0.0	292	0.0	0.0	1021	285	0.0	0.0	0.0	391	0.0	2989	0.0	1978	0.0	0.0	145	0.0	0.0	0.0	0.0	151	52	0.0
Bacteroides_finegoldii	9339	1948	151932	15336	212245	65	281838	0.0	0.0	0.0	0.0	0.0	52411	198405	1430	12567	291	344	21665	12140	0.0	55687	0.0	0.0	58420	4445	35085	22621	0.0	20896	46020	57052	2795	275727	0.0	3216	42959	13807	0.0	33651	1496	151071	0.0	0.0	0.0	0.0	221	72350	6026	386	23501	0.0	3106	0.0	59180	4575	33060	0.0	1665	0.0	4494	0.0	5380	19419	3830	0.0	6428	29468	1233	420	0.0	16593	0.0	6413	0.0	0.0	0.0	5956	0.0	536	0.0	0.0	0.0	0.0	0.0	0.0	120129	203	5010	0.0	9933	0.0	0.0	288546	7238	0.0	0.0	0.0	8767	40770
Bacteroides_fragilis	0.0	242	0.0	0.0	46231	848608	4759	0.0	174417	0.0	203	7392	0.0	171	4110	0.0	0.0	0.0	0.0	0.0	1193	0.0	6224	38346	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5618	0.0	538504	0.0	0.0	0.0	5443	0.0	79583	1036	0.0	9646	0.0	0.0	60772	0.0	1422	41464	0.0	0.0	0.0	21919	0.0	0.0	0.0	0.0	8142	0.0	26968	0.0	6969	0.0	27078	0.0	0.0	0.0	0.0	10781	14475	0.0	9671	0.0	0.0	48803	448982	184510	0.0	13837	60272	89772	124043	7070	56051	470492	0.0	0.0	0.0	833	0.0	35	19704	0.0	18110	0.0	0.0	14714	26062	15385	136551
Bacteroides_intestinalis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	97814	50	0.0	0.0	0.0	0.0	0.0	0.0	50	0.0	0.0	0.0	0.0	0.0	19246	0.0	0.0	0.0	1025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	481	5368	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1026683	0.0	0.0	0.0	1492	3228	0.0	4445	0.0	166065	5820	558	3929	0.0	0.0	0.0	0.0	201	1432	0.0	0.0	0.0	612	0.0	0.0	0.0	0.0	19589	112932	68980	0.0	0.0	0.0	2227	39497	55315	0.0	0.0	0.0	0.0	71800	0.0	5346	100	3887	7115	0.0	3152	868
Bacteroides_massiliensis	0.0	11509	481268	511	283	0.0	3868	0.0	0.0	0.0	0.0	0.0	68074	0.0	118545	109873	12470	28765	169612	32168	5661	27555	0.0	0.0	0.0	119	36708	21555	935809	77816	172206	288060	0.0	3160	117355	0.0	229202	0.0	2519	0.0	2187	1361504	2260	221617	132432	0.0	0.0	128427	124134	53213	0.0	0.0	81767	27732	4521	60962	325892	0.0	10962	0.0	29263	111902	2630	70865	112750	0.0	17777	48343	37266	15709	0.0	22692	0.0	2394	0.0	0.0	0.0	12717	0.0	0.0	0.0	0.0	0.0	0.0	0.0	391925	0.0	0.0	198492	79280	43027	0.0	0.0	431258	54595	244599	0.0	2033	2898	0.0
Bacteroides_nordii	0.0	0.0	0.0	250	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2598	115	0.0	0.0	0.0	0.0	0.0	419	0.0	0.0	0.0	0.0	91277	591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1864	0.0	0.0	0.0	0.0	352	248	4223	0.0	0.0	0.0	75	0.0	887	38	182	0.0	0.0	0.0	0.0	0.0	0.0	14008	0.0	0.0	0.0	14193	106	0.0	286	0.0	0.0	0.0	256	0.0	0.0	0.0	0.0	0.0	1328	0.0	0.0	0.0	6575	0.0	0.0	146	5662	0.0	0.0
Bacteroides_oleiciplenus	0.0	0.0	0.0	0.0	1134	0.0	0.0	2594	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2987	0.0	0.0	0.0	0.0	0.0	0.0	1862	0.0	0.0	0.0	0.0	0.0	204	0.0	0.0	959	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	153	0.0	4055	0.0	0.0	0.0	7504	749	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	102	0.0	0.0	0.0	0.0
Bacteroides_ovatus	92806	9115	8104	19756	132970	0.0	48304	229073	482769	7274	0.0	3421	42393	68705	36670	15204	7976	0.0	10128	1845	0.0	62350	3503	0.0	15761	15534	3987	10845	545110	66648	37227	23945	33227	4694	0.0	6554	45998	20418	0.0	26371	874115	224669	14796	33413	0.0	0.0	682	3184	89208	12514	16174	130332	31928	3710	1217	12981	191	7499	9554	38800	19126	100957	5588	476	36669	14814	10701	0.0	54601	76001	0.0	248	0.0	1677	1952	530847	358543	28295	20644	207273	2962	0.0	54594	9416	41308	9490	6462	7048	9757	20044	4372	0.0	10485	33546	0.0	2603	73143	135502	103898	45598
Bacteroides_plebeius	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12516	0.0	1957	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	199954	2744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteroides_salyersiae	0.0	0.0	2731	0.0	30848	0.0	0.0	174801	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43	0.0	0.0	0.0	16873	3228	0.0	0.0	0.0	1235	2356	10034	0.0	0.0	19739	33210	676	0.0	2726	0.0	0.0	0.0	0.0	0.0	0.0	1383	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18727	0.0	11295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2629	0.0	0.0	0.0	2357	0.0	0.0	0.0	0.0	0.0	0.0	9795	0.0	1588	2408	0.0	0.0	0.0	5975	0.0	43	0.0	0.0	0.0	0.0	0.0	21595	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14222	4761	43879	0.0	0.0	0.0
Bacteroides_sp_1_1_30	0.0	0.0	0.0	0.0	0.0	0.0	163731	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63305	0.0	67254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteroides_sp_2_1_22	0.0	0.0	0.0	0.0	105329	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteroides_sp_4_3_47FAA	0.0	0.0	0.0	0.0	2899550	0.0	35106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	314920	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5332274	0.0	854790	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	149625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	335423	490009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteroides_stercoris	5218	10404	41039	38750	196135	52	383287	0.0	289414	1239	0.0	494372	81386	380506	0.0	15427	36284	34666	20008	20557	9292	136926	25183	0.0	68643	4362	33270	5191	337775	33362	43907	60730	234253	1157157	0.0	20519	81458	5301	43006	329173	450756	189800	66352	65458	0.0	119259	2095	1016848	162664	12310	0.0	0.0	68735	6173	16379	28289	0.0	0.0	153570	52492	0.0	0.0	4712	69479	43174	0.0	8821	0.0	6027	8664	0.0	26911	0.0	3836	23876	0.0	0.0	103967	39916	0.0	476	0.0	45402	68429	0.0	916	418435	4740	226724	24834	26116	0.0	0.0	281191	16312	62039	822712	480625	48020	0.0
Bacteroides_thetaiotaomicron	146073	7276	97986	0.0	26791	0.0	74160	221883	44596	1398	0.0	7028	41711	1902	1874	4197	6319	4754	22239	20857	1189	21888	26446	0.0	27485	9552	14883	25540	57259	11531	17777	9326	57611	19458	344526	607	14369	3708	9600	54004	1722	377691	3367	14955	0.0	59135	0.0	66939	9820	2389	28028	285041	52203	4572	46419	27625	112442	32831	12323	5221	36	137482	13407	74958	7308	170309	13908	159181	74828	55863	0.0	9431	1191331	24931	0.0	0.0	271024	28271	3240	4017	23445	45137	5680	10182	26703	273489	80336	0.0	3321	28298	12254	304	4250	271039	12427	23017	49416	111722	21262	32299
Bacteroides_uniformis	43817	85049	67229	58788	185131	533	497306	859322	174290	5445	985	39779	93990	181841	123668	13632	10823	25563	103620	16952	14706	238349	14390	1059037	130157	8282	16140	30148	702460	153880	148015	111390	148586	21471	186616	7620	70639	36226	30954	145259	149553	651570	115910	268768	68157	381154	1649	215186	119431	14335	370890	134015	138975	18357	152817	20838	18983	41641	31206	34428	179801	176978	36175	77675	26347	85257	363995	81799	56923	74479	0.0	258141	316	16059	59042	0.0	478813	262458	57676	47191	13260	224210	313536	151874	0.0	633	615300	7301	116252	65520	8577	15309	6159	47077	43339	64515	67330	141416	14672	822512
Bacteroides_vulgatus	51894	21657	88448	71143	538271	690192	169132	0.0	0.0	15324	2258	65678	65132	142234	73861	27334	13090	22403	63655	31497	16022	95599	65299	605476	83067	6956	55316	55126	455214	60889	162649	187194	284660	360863	0.0	792	82592	11458	124196	170356	8089	288850	69891	114337	310665	163991	2658	95605	125942	42133	0.0	0.0	71863	6834	25166	62083	349819	12862	45227	51707	56710	458728	24726	348672	202259	489928	32137	163012	178060	153617	0.0	63120	1445	22262	61867	0.0	0.0	43719	31503	200579	11957	189846	16363	37955	845	182465	626385	15796	161782	163822	57270	27817	14193	70277	32243	79949	251206	883881	81870	145258
Bacteroides_xylanisolvens	0.0	0.0	248	0.0	7548	0.0	27372	0.0	0.0	95	0.0	10073	5425	3548	1350	0.0	238	230	0.0	0.0	133	48099	3385	0.0	2722	2292	2194	2575	0.0	0.0	2526	0.0	663	101	0.0	1333	99	0.0	7280	2945	0.0	2196	0.0	6163	0.0	2502	0.0	158	651	1381	7668	0.0	4347	1143	1284	4678	210	5742	839	1420	0.0	0.0	98	4952	5075	0.0	2800	1367	0.0	0.0	0.0	548	0.0	12720	13026	0.0	2254	0.0	789	0.0	184	11130	1676	7499	194	0.0	6633	0.0	391	144	0.0	0.0	0.0	78127	88	4288	9012	0.0	0.0	2839
Bacteroidales_bacterium_ph8	30264	7113	107	1378	1547	0.0	0.0	0.0	0.0	0.0	321	0.0	3932	2404	2939	2005	0.0	13284	5611	2996	1060	1481	82	0.0	25158	3379	3911	1334	38777	3008	1751	3564	0.0	164	0.0	978	5677	0.0	5055	10456	360	0.0	9882	0.0	0.0	0.0	0.0	45018	103668	4521	17431	0.0	16098	0.0	16363	5893	8903	4457	0.0	5098	1541	13683	5056	0.0	2081	0.0	0.0	36207	0.0	0.0	0.0	19707	0.0	160	0.0	0.0	0.0	0.0	4368	11838	1560	0.0	11063	17985	650	0.0	627	0.0	6420	215	0.0	0.0	1700	12927	0.0	4446	1221	0.0	0.0	25585
Barnesiella_intestinihominis	33617	30700	9255	31451	9807	0.0	1366	0.0	0.0	0.0	0.0	0.0	0.0	28561	0.0	0.0	10156	3605	35099	2066	6834	2508	1741	0.0	50285	0.0	3747	2327	64051	19139	4763	48580	0.0	2052	0.0	2598	33948	6931	39041	124469	2076	0.0	0.0	0.0	0.0	0.0	5224	23273	159602	14199	0.0	0.0	37850	0.0	1388	11582	41638	639	17765	24067	4520	34300	25	66635	5879	0.0	27239	0.0	5010	6814	0.0	39752	0.0	314	3210	0.0	0.0	1994	105771	33558	260	16942	20929	97818	0.0	62746	7336	0.0	45540	18517	14025	0.0	0.0	0.0	647	4728	28800	800	31217	141237
